Año estadistico;Semana estadistica;Periodo de Incubación Días;Duración Brote Días;Region de notificación;Región de consumo;Región de notificación es la misma que la de consumo;Expuestos;Enfermos;Tasa Ataque;mediana_enfermos;Total ambulatorios;Total_amb_menor 1;total_amb_1-4;total_amb_5-14;total_amb_15-44;total_ambu_45-64;total_amb_>65;total de Hospitalizados;total_hosp_1-4;total_hosp_5-14;total_hosp_15-44;total_hosp_45-64;total Hosp>65;total sin atención;total S_medica menor 1-4;total S_medica menor 5-14;total S_medica menor 15-44;total S_medica menor 45-64;total S_medica mayor >65;Nauseas;Vomitos;Diarrea;Dolores Cólicos Abdominales;Heces Sanguinolentas;Parestesias;Hipoestesias;Espasmos Musculares;Fiebre;Deshidratación;Hipotensión;Rush Cutáneo;Cefalea;Mialgia;Meteorismo;Otros;Grupo Alimento Sospechoso;local de elaboración;local consumo ;Fractor contribuyente de Contaminación;Factor contribuyente de Supervivencia;Factor contribuyente de Proliferación;Proceso de pérdida de inocuidad;Lugar Perdida Inocuidad;código CIE-10;Tipo de Diagnostico;conclusión del brote;Contempla Inspección
2017;1;1;0;15;15;1;2;2;100;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;3;3;1;3;2;5;3;1;1;1;1;0
2017;1;0;0;8;8;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;1;3;2;5;3;1;1;1;1;0
2017;1;0;0;5;5;1;2;2;100;4;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;3;2;1;7;3;5;2;2;1;1;1;1
2017;1;0;3;7;7;1;23;11;48;3;11;0;7;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;7;2;5;2;2;5;2;1;1
2017;1;0;0;13;4;0;3;3;100;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;3;0;0;2;2;5;2;1;0
2017;1;0;0;9;9;1;7;4;57;4;2;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;4;1;4;0;0;3;1;8;1;1;1
2017;1;0;0;9;14;0;15;5;33;4;2;0;0;1;1;0;0;0;0;0;0;0;0;3;1;0;2;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;3;0;0;2;1;1;9;2;1;0
2017;1;0;0;13;13;1;150;45;30;3;45;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;4;0;0;3;1;9;2;1;0
2017;1;0;0;1;1;1;2;2;100;3;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;6;2;2;3;1;9;2;1;0
2017;1;0;1;15;15;1;6;5;83;3;2;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;2;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;3;3;1;6;3;2;3;1;9;2;1;0
2017;1;1;0;13;13;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;3;2;2;3;0;0;2;2;9;2;1;1
2017;1;1;1;13;13;1;6;4;67;3;4;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;4;2;2;4;0;0;2;2;9;2;1;1
2017;1;1;0;13;13;1;3;3;100;3;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;9;2;2;3;0;0;2;2;9;2;1;1
2017;1;1;0;8;8;1;5;2;40;3;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;9;2;2;6;2;5;4;2;9;2;1;1
2017;1;1;0;13;13;1;12;11;92;3;10;0;0;2;6;0;2;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;3;3;1;4;0;0;5;1;10;1;1;0
2017;1;0;0;9;9;1;16;10;63;4;10;0;0;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;4;0;2;3;1;13;2;1;0
2017;1;0;1;2;2;1;6;4;67;3;4;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;4;2;2;3;1;13;2;1;0
2017;1;1;1;2;2;1;3;3;100;3;3;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;3;3;1;6;3;5;3;1;13;2;1;0
2017;1;1;0;15;15;1;13;9;69;3;4;0;0;0;3;1;0;0;0;0;0;0;0;5;0;1;3;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;1;6;2;5;3;1;13;2;1;0
2017;1;0;1;2;2;1;5;2;40;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;3;1;6;2;5;3;1;13;2;1;0
2017;1;1;0;8;8;1;3;3;100;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;4;3;7;3;5;4;1;13;2;1;0
2017;1;1;0;5;5;1;3;3;100;4;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;9;3;1;1;2;3;1;2;14;1;1;1
2017;1;1;0;5;5;1;2;2;100;4;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;9;1;1;3;3;5;2;2;0;0;0;0
2017;1;0;4;6;6;1;20;3;15;4;3;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2017;1;0;0;6;6;1;100;2;2;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2017;1;0;0;3;3;1;10;3;30;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;2;1;0;4;4;1;6;6;100;3;6;0;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;10;1;1;3;2;5;2;2;1;1;1;1
2017;2;10;0;13;13;1;3;3;100;3;2;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;8;3;1;7;0;0;3;1;3;1;1;0
2017;2;1;0;5;5;1;15;9;60;4;9;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;3;3;2;5;1;2;3;1;1;0
2017;2;1;0;4;4;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;3;2;5;3;1;6;1;1;1
2017;2;1;0;4;4;1;4;4;100;3;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;2;2;3;2;2;2;2;7;1;1;1
2017;2;0;0;3;3;1;50;2;4;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;1;3;3;2;5;4;2;7;1;1;1
2017;2;1;0;8;8;1;4;4;100;3;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;3;1;4;2;5;3;1;9;2;1;0
2017;2;1;1;9;9;1;9;6;67;4;6;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;9;3;1;3;0;0;3;1;9;2;1;0
2017;2;2;0;13;13;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;0;0;2;3;1;9;2;1;0
2017;2;3;0;8;8;1;7;7;100;3;7;0;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;9;3;1;3;1;2;3;1;9;2;1;0
2017;2;0;1;1;1;1;3;3;100;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;4;3;6;2;2;4;1;9;2;1;0
2017;2;1;1;13;13;1;13;9;69;3;9;0;0;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;9;3;1;3;0;0;5;1;9;2;1;0
2017;2;1;0;13;13;1;2;2;100;3;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;3;0;0;2;2;2;9;2;1;1
2017;2;1;0;13;13;1;4;3;75;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;3;2;2;4;0;0;2;2;9;2;1;1
2017;2;0;0;13;13;1;2;2;100;3;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;3;2;2;7;0;0;2;2;9;2;1;1
2017;2;1;0;15;15;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;3;2;2;6;2;5;2;2;9;2;1;1
2017;2;0;0;13;13;1;6;3;50;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;4;0;0;2;2;9;2;1;1
2017;2;0;0;13;13;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;4;0;0;2;2;9;2;1;1
2017;2;0;3;13;13;1;55;17;31;3;17;0;0;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;3;4;0;2;0;2;2;9;2;1;0
2017;2;1;0;13;13;1;3;2;67;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;4;3;0;2;0;2;2;9;2;1;1
2017;2;0;0;8;8;1;4;2;50;3;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;2;2;6;2;5;4;2;9;2;1;1
2017;2;4;0;8;8;1;4;3;75;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;3;7;2;5;4;2;9;2;1;1
2017;2;0;5;10;10;1;42;31;74;6;31;0;6;0;16;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;3;2;2;4;0;0;2;2;11;1;1;1
2017;2;1;1;13;5;0;3;2;67;4;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;2;2;3;0;0;2;2;11;1;1;0
2017;2;0;3;7;7;1;3;3;100;3;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;2;3;1;7;3;5;3;1;12;2;1;1
2017;2;0;1;7;7;1;57;13;23;3;13;0;0;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;3;2;5;5;1;12;2;1;1
2017;2;0;0;7;7;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;3;2;2;4;2;5;2;2;12;2;1;1
2017;2;2;1;5;5;1;5;5;100;4;1;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;4;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;2;3;1;3;2;5;3;1;13;2;1;1
2017;2;0;0;15;15;1;2;2;100;3;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;3;3;1;6;2;5;4;1;13;2;1;0
2017;2;0;3;2;2;1;258;9;3;3;9;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;3;1;3;7;3;5;2;2;13;2;1;1
2017;2;0;0;13;13;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;4;0;0;2;2;13;2;1;1
2017;2;0;1;2;2;1;102;15;15;3;15;0;0;0;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;6;2;5;2;2;13;2;1;1
2017;2;2;0;5;5;1;2;2;100;4;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;2;2;7;3;5;2;2;13;2;1;1
2017;2;1;1;5;5;1;4;4;100;4;2;0;0;0;2;0;0;0;0;0;0;0;0;2;1;0;1;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;9;2;2;2;2;5;2;2;13;2;1;1
2017;2;0;1;10;10;1;2;2;100;6;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;10;2;2;7;2;3;2;2;13;2;1;1
2017;2;0;0;12;12;1;2;2;100;6;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;7;1;1;6;2;5;5;2;13;2;1;1
2017;2;0;0;4;4;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;3;2;2;1;1;14;1;1;0
2017;2;0;1;8;8;1;62;62;100;3;62;0;1;8;34;16;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;9;3;1;1;2;5;4;1;14;1;1;1
2017;2;0;1;8;8;1;5;4;80;3;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;7;3;5;3;1;15;1;1;0
2017;2;1;0;4;4;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;9;1;3;3;2;2;2;2;15;1;1;1
2017;2;0;1;4;4;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;2;2;3;2;2;2;2;15;1;1;1
2017;2;2;0;4;4;1;4;4;100;3;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;9;3;1;3;2;5;3;1;16;1;1;0
2017;2;1;0;4;4;1;4;4;100;3;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;9;1;1;3;2;2;4;1;16;1;1;0
2017;2;0;1;6;6;1;5;2;60;4;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2017;2;0;0;3;3;1;5;5;100;3;5;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;3;2;3;13;13;1;5;5;100;3;4;0;2;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;4;0;0;3;1;1;1;1;0
2017;3;3;2;13;13;1;4;4;100;3;0;0;0;0;0;0;0;4;0;0;2;2;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;3;3;1;3;1;0;3;1;1;1;1;0
2017;3;1;0;15;15;1;3;3;100;3;2;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;3;3;1;3;2;5;3;1;1;1;1;0
2017;3;1;0;8;8;1;2;2;100;3;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;6;2;5;4;1;2;1;1;0
2017;3;1;0;4;4;1;2;2;100;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;3;1;2;2;2;2;1;1;1
2017;3;1;0;8;8;1;4;4;100;3;4;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;6;2;5;2;2;2;1;1;1
2017;3;0;0;9;9;1;4;4;100;4;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;4;0;0;3;1;6;1;1;0
2017;3;1;0;4;4;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;3;2;2;2;2;7;1;1;1
2017;3;1;0;4;4;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;9;2;2;3;2;2;2;2;7;1;1;1
2017;3;1;1;4;4;1;3;3;100;3;3;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;3;4;3;4;2;5;2;2;7;1;1;1
2017;3;0;0;1;1;1;4;4;100;3;4;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;6;2;2;3;1;9;2;1;0
2017;3;0;1;8;8;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;5;1;5;3;1;9;2;1;0
2017;3;1;0;8;8;1;3;3;100;3;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;9;3;1;3;1;5;3;1;9;2;1;0
2017;3;2;0;8;8;1;4;2;50;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;9;3;1;7;3;5;3;1;9;2;1;0
2017;3;1;0;1;1;1;6;6;100;3;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;6;2;2;3;1;9;2;1;0
2017;3;1;0;8;8;1;11;11;100;3;11;0;0;0;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;2;2;6;2;5;4;1;9;2;1;1
2017;3;1;0;1;1;1;3;3;100;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;4;3;3;3;5;4;1;9;2;1;0
2017;3;0;0;13;13;1;3;3;100;3;3;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;3;1;3;0;0;5;1;9;2;1;0
2017;3;2;1;13;13;1;2;2;100;3;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;3;1;3;3;0;2;2;2;9;2;1;1
2017;3;1;0;4;4;1;6;6;100;3;6;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;1;2;4;2;5;2;2;9;2;1;1
2017;3;1;1;7;7;1;3;3;100;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;10;1;1;7;3;5;2;2;9;2;1;1
2017;3;0;0;13;13;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;4;0;0;2;2;9;2;1;1
2017;3;1;0;13;13;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;3;0;2;2;2;9;2;1;1
2017;3;0;1;8;8;1;10;8;80;3;8;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;3;3;5;2;2;9;2;1;1
2017;3;1;0;13;13;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;7;0;0;2;2;9;2;1;0
2017;3;0;0;13;13;1;5;5;100;3;5;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;2;4;3;0;0;2;2;2;9;2;1;1
2017;3;0;1;13;5;0;4;4;100;4;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;4;3;4;0;0;2;2;9;2;1;0
2017;3;2;0;8;8;1;3;3;100;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;3;6;2;5;4;2;9;2;1;0
2017;3;1;1;7;7;1;14;2;14;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;1;5;2;5;3;1;12;2;1;0
2017;3;0;1;7;7;1;4;4;100;3;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;9;4;1;3;2;5;3;1;12;2;1;0
