Año estadistico;Semana estadistica;Periodo de Incubación Días;Duración Brote Días;Region de notificación;Región de consumo;Región de notificación es la misma que la de consumo;Expuestos;Enfermos;Tasa Ataque;mediana_enfermos;Total ambulatorios;Total_amb_menor 1;total_amb_1-4;total_amb_5-14;total_amb_15-44;total_ambu_45-64;total_amb_>65;total de Hospitalizados;total_hosp_1-4;total_hosp_5-14;total_hosp_15-44;total_hosp_45-64;total Hosp>65;total sin atención;total S_medica menor 1-4;total S_medica menor 5-14;total S_medica menor 15-44;total S_medica menor 45-64;total S_medica mayor >65;Nauseas;Vomitos;Diarrea;Dolores Cólicos Abdominales;Heces Sanguinolentas;Parestesias;Hipoestesias;Espasmos Musculares;Fiebre;Deshidratación;Hipotensión;Rush Cutáneo;Cefalea;Mialgia;Meteorismo;Otros;Grupo Alimento Sospechoso;local de elaboración;local consumo ;Fractor contribuyente de Contaminación;Factor contribuyente de Supervivencia;Factor contribuyente de Proliferación;Proceso de pérdida de inocuidad;Lugar Perdida Inocuidad;código CIE-10;Tipo de Diagnostico;conclusión del brote;Contempla Inspección
2017;3;1;1;7;7;1;76;3;4;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;3;4;3;2;5;5;1;12;2;1;1
2017;3;1;0;9;9;1;4;3;75;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;4;1;4;0;0;3;1;13;2;1;0
2017;3;1;1;5;5;1;300;7;2;4;3;0;0;0;2;1;0;0;0;0;0;0;0;4;0;0;4;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;9;4;4;3;2;5;3;1;13;2;1;0
2017;3;0;3;3;3;1;4;4;100;3;4;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;3;7;0;0;2;2;13;2;1;1
2017;3;1;1;2;2;1;125;8;6;3;8;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;3;2;2;6;2;5;2;2;13;2;1;1
2017;3;0;0;14;14;1;10;10;100;4;6;0;0;2;2;0;2;0;0;0;0;0;0;4;0;0;4;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;2;2;4;3;5;2;2;13;2;1;1
2017;3;1;0;5;5;1;4;4;100;4;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;6;3;1;3;1;2;2;2;13;2;1;0
2017;3;32;0;5;5;1;4;4;100;4;4;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;9;3;1;3;1;5;2;2;13;2;1;0
2017;3;1;1;5;5;1;2;2;100;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;9;4;3;3;2;5;4;2;13;2;1;0
2017;3;0;0;4;4;1;14;3;21;3;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;9;3;1;4;2;2;1;1;14;1;1;1
2017;3;0;0;4;4;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;9;3;1;3;2;2;1;1;14;1;1;0
2017;3;0;0;4;4;1;3;3;100;3;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;9;3;1;3;2;2;1;1;14;1;1;0
2017;3;0;1;13;5;0;4;4;100;4;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;9;3;1;3;0;0;5;1;14;1;1;0
2017;3;1;0;4;4;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;9;3;1;3;2;2;3;1;15;1;1;0
2017;3;1;0;4;4;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;3;2;2;4;1;15;1;1;0
2017;3;0;0;4;4;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;3;2;2;4;1;16;1;1;1
2017;3;0;1;3;3;1;4;2;50;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;3;7;0;0;2;1;0;0;0;0
2017;3;0;1;3;3;1;5;3;60;3;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;1;7;0;0;3;1;0;0;0;0
2017;3;0;0;3;3;1;2;2;100;3;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;9;3;1;3;0;0;3;1;0;0;0;0
2017;3;0;0;3;3;1;3;3;100;3;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;9;3;1;7;0;0;3;1;0;0;0;0
2017;3;0;1;3;3;1;30;2;7;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;2;4;1;7;0;0;3;1;0;0;0;0
2017;3;1;1;3;3;1;4;2;50;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;9;1;3;7;3;0;2;2;0;0;0;0
2017;3;4;1;3;3;1;4;3;75;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;2;7;0;0;2;2;0;0;0;0
2017;3;0;0;3;3;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;9;1;3;7;0;0;3;2;0;0;0;0
2017;3;0;0;6;6;1;400;3;1;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2017;4;1;1;13;13;1;9;8;89;3;7;0;1;1;4;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;6;3;1;3;0;0;3;1;1;1;1;0
2017;4;1;0;13;13;1;4;4;100;3;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;6;3;1;3;0;0;5;1;1;1;1;0
2017;4;1;1;6;6;1;12;2;17;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;1;1;3;2;1;4;2;2;3;1;2;1;1;1
2017;4;0;2;7;7;1;154;16;10;3;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;7;2;5;1;2;4;2;1;1
2017;4;1;0;8;8;1;3;3;100;3;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;6;2;5;4;1;5;2;1;0
2017;4;0;5;3;3;1;36;11;25;3;11;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;6;2;2;7;0;0;2;2;6;1;1;1
2017;4;1;0;1;1;1;6;6;100;3;6;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;4;2;5;3;1;9;2;1;0
2017;4;1;0;15;15;1;3;3;100;3;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;9;3;1;3;2;2;3;1;9;2;1;0
2017;4;1;1;8;8;1;8;2;25;3;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;4;2;5;3;1;9;2;1;0
2017;4;0;1;8;8;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;5;2;5;3;1;9;2;1;0
2017;4;1;2;1;1;1;6;6;100;3;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;6;2;2;3;1;9;2;1;1
2017;4;0;0;4;4;1;3;3;100;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;3;1;3;2;2;4;1;9;2;1;0
2017;4;0;0;13;5;0;7;7;100;4;7;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;9;3;1;3;0;0;5;1;9;2;1;0
2017;4;0;0;13;13;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;3;0;0;2;2;9;2;1;1
2017;4;1;0;4;4;1;3;3;100;3;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;10;4;1;6;2;5;2;2;9;2;1;1
2017;4;0;0;13;8;0;8;2;25;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;10;4;3;0;0;2;2;2;9;2;1;0
2017;4;3;3;7;7;1;2;2;100;3;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;10;4;1;6;2;5;3;1;12;2;1;0
2017;4;2;4;2;2;1;2;2;100;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;10;4;3;7;3;5;2;1;13;2;1;0
2017;4;1;0;9;9;1;8;6;75;4;3;0;1;1;1;0;0;0;0;0;0;0;0;3;0;0;2;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;4;0;0;3;1;13;2;1;1
2017;4;1;2;2;2;1;2;2;100;3;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;7;3;5;3;1;13;2;1;0
2017;4;0;1;2;2;1;4;3;75;3;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;1;6;2;5;3;1;13;2;1;0
2017;4;0;0;5;5;1;4;4;100;4;1;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;3;2;2;7;2;5;4;1;13;2;1;1
2017;4;1;0;5;5;1;4;4;100;4;1;0;0;0;1;0;0;0;0;0;0;0;0;3;0;1;2;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;3;2;2;5;2;2;2;2;13;2;1;1
2017;4;0;0;4;4;1;30;15;50;3;15;0;0;10;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;3;2;2;4;2;5;2;2;13;2;1;1
2017;4;0;0;2;2;1;2;2;100;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;6;3;5;2;2;13;2;1;1
2017;4;0;1;2;2;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;3;2;2;6;2;5;2;2;13;2;1;1
2017;4;0;0;5;5;1;3;3;100;4;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;3;2;2;4;2;5;2;2;13;2;1;1
2017;4;2;3;11;11;1;41;10;24;9;10;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;6;2;2;3;2;2;2;2;13;2;1;1
2017;4;1;0;5;5;1;6;5;83;4;3;0;0;1;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;8;2;2;7;3;5;2;2;13;2;1;1
2017;4;0;1;5;5;1;5;3;60;4;1;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;9;2;2;3;1;2;2;2;13;2;1;1
2017;4;0;0;5;5;1;2;2;100;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;7;3;2;2;2;13;2;1;1
2017;4;1;0;4;4;1;7;7;100;3;7;0;0;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;3;2;5;1;1;15;1;1;0
2017;4;0;0;3;3;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2017;4;0;1;3;3;1;50;2;4;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2017;5;0;0;15;15;1;3;3;100;3;2;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;1;3;2;5;3;1;1;1;1;0
2017;5;3;0;13;13;1;4;4;100;3;4;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;6;3;1;3;0;0;3;1;1;1;1;0
2017;5;1;0;13;13;1;4;4;100;3;4;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;14;2;2;0;1;0;2;2;1;1;1;0
2017;5;2;1;1;1;1;4;4;100;3;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;4;3;3;2;5;3;1;30;1;1;0
2017;5;1;0;4;4;1;10;6;60;3;6;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;9;2;2;4;2;5;2;2;5;2;1;1
2017;5;1;3;3;3;1;5;3;60;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;2;1;1;7;3;5;1;2;6;1;1;0
2017;5;0;4;3;3;1;60;14;23;3;14;0;0;0;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;3;2;2;6;3;2;2;2;6;1;1;1
2017;5;1;0;13;13;1;2;2;100;3;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;2;3;1;0;1;0;3;1;9;2;1;0
2017;5;1;2;6;6;1;10;4;40;4;4;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;3;3;1;1;2;5;3;1;9;2;1;1
2017;5;0;0;1;1;1;3;3;100;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;6;2;2;3;1;9;2;1;0
2017;5;1;0;1;1;1;3;3;100;3;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;5;2;2;3;1;9;2;1;0
2017;5;0;0;6;6;1;20;2;10;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;1;2;5;4;1;9;2;1;1
2017;5;1;0;8;8;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;6;2;5;4;1;9;2;1;0
2017;5;1;0;13;13;1;4;4;100;3;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;3;0;0;5;1;9;2;1;0
2017;5;0;0;14;14;1;3;3;100;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;3;2;2;1;2;2;2;2;9;2;1;1
2017;5;1;1;13;13;1;4;3;75;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;4;0;1;2;2;9;2;1;1
2017;5;0;0;15;15;1;3;3;100;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;9;2;2;3;3;5;2;2;9;2;1;1
2017;5;1;1;3;3;1;4;4;100;3;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;9;2;2;4;3;0;2;2;9;2;1;1
2017;5;0;0;3;3;1;50;4;8;3;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;9;2;2;7;3;0;2;2;9;2;1;1
2017;5;1;1;13;13;1;16;13;81;3;13;0;0;1;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;3;4;3;0;2;4;2;2;9;2;1;1
2017;5;1;0;13;13;1;2;2;100;3;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;3;2;2;4;0;0;2;2;11;1;1;1
2017;5;0;3;7;7;1;18;13;72;3;13;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;4;2;5;3;1;12;2;1;1
2017;5;1;9;7;7;1;7;6;86;3;6;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;3;1;3;2;5;1;1;20;2;1;0
2017;5;0;0;5;5;1;3;3;100;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;3;1;7;3;2;3;1;13;2;1;1
2017;5;0;2;7;7;1;53;6;11;3;6;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;3;3;1;4;2;5;3;1;13;2;1;0
2017;5;3;4;7;7;1;8;4;50;3;4;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;9;4;1;4;2;2;3;1;13;2;1;0
2017;5;1;0;15;15;1;2;2;100;3;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;3;1;3;3;2;5;2;2;13;2;1;1
2017;5;1;0;9;9;1;2;2;100;4;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;7;4;3;0;0;2;2;2;13;2;1;1
2017;5;0;0;5;5;1;3;3;100;4;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;1;2;5;5;2;13;2;1;0
2017;5;0;0;4;4;1;7;7;100;3;7;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;9;3;1;3;2;2;3;1;14;1;1;0
2017;5;0;0;1;1;1;3;3;100;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;6;2;2;3;1;14;1;1;0
2017;5;0;0;3;3;1;6;3;50;3;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;9;3;1;6;3;2;3;1;14;1;1;0
2017;5;0;0;3;3;1;2;2;100;3;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;7;3;2;3;1;14;1;1;0
2017;5;0;0;1;1;1;6;6;100;3;6;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;9;3;1;1;3;2;3;1;14;1;1;0
2017;5;0;0;1;1;1;5;5;100;3;5;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;4;3;3;2;2;4;1;14;1;1;1
2017;5;0;0;4;4;1;4;4;100;3;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;9;1;3;1;2;5;2;2;14;1;1;1
2017;5;0;3;3;3;1;67;21;31;3;21;0;0;2;12;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;9;2;2;7;3;2;2;2;14;1;1;1
2017;5;0;0;5;5;1;8;7;75;4;1;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;3;2;3;2;2;14;1;1;1
2017;5;0;0;1;1;1;3;3;100;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;4;3;4;2;2;2;2;14;1;1;1
2017;5;0;0;1;1;1;2;2;100;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;4;3;1;3;2;2;2;14;1;1;1
2017;5;0;0;1;1;1;2;2;100;3;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;4;3;3;2;2;5;1;15;1;1;0
2017;5;0;1;3;3;1;4;3;75;3;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;7;0;0;4;1;0;0;0;0
2017;5;0;0;3;3;1;2;2;100;3;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2017;5;1;0;6;6;1;400;2;1;4;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2017;5;0;0;6;6;1;230;10;4;4;10;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2017;5;1;1;3;3;1;6;2;33;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
