Semana ;P.Incubación;Duración.B;R.notificación;R.consumo;R.N-RC;Expuestos;Enfermos;Tasa Ataque;T.Amb;T.amb1;T.amb1-4;T.amb5-14;T.amb15-44;T.amb45-64;T.amb65;T.Hosp;T.hosp1-4;T.hosp5-14;T.hosp15-44;T.hosp45-64;T.Hosp65;T.s.a;T.s.a1-4;T.s.a5-14;T.s.a15-44;T.s.a45-64;T.s.a65;Nauseas;Vomitos;Diarrea;Dolores ;Heces Sang;Parestesias;Hipoestesias;Espasmos;Fiebre;Deshidratacion;Hipotension;Rush Cutaneo;Cefalea;Mialgia;Meteorismo;Otros;Grupo Sospechoso;L.elaboración;L.consumo ;F.Contaminacion;F.Supervivencia;F.Proliferacion;P.P.I;L.P.I;CIE-10;T.Diag;C.Brote;C.Inspec
3;0;1;7;7;1;4;4;100;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;0;9;4;1;3;2;5;3;1;12;2;1;0
3;1;1;7;7;1;76;3;4;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;3;4;3;2;5;5;1;12;2;1;1
3;1;0;9;9;1;4;3;75;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;4;1;4;0;0;3;1;13;2;1;0
3;1;1;5;5;1;300;7;2;3;0;0;0;2;1;0;0;0;0;0;0;0;4;0;0;4;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;9;4;4;3;2;5;3;1;13;2;1;0
3;0;3;3;3;1;4;4;100;4;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;3;7;0;0;2;2;13;2;1;1
3;1;1;2;2;1;125;8;6;8;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;3;2;2;6;2;5;2;2;13;2;1;1
3;0;0;14;14;1;10;10;100;6;0;0;2;2;0;2;0;0;0;0;0;0;4;0;0;4;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;2;2;4;3;5;2;2;13;2;1;1
3;1;0;5;5;1;4;4;100;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;6;3;1;3;1;2;2;2;13;2;1;0
3;32;0;5;5;1;4;4;100;4;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;9;3;1;3;1;5;2;2;13;2;1;0
3;1;1;5;5;1;2;2;100;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;9;4;3;3;2;5;4;2;13;2;1;0
3;0;0;4;4;1;14;3;21;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;0;9;3;1;4;2;2;1;1;14;1;1;1
3;0;0;4;4;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;9;3;1;3;2;2;1;1;14;1;1;0
3;0;0;4;4;1;3;3;100;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;0;0;0;9;3;1;3;2;2;1;1;14;1;1;0
3;0;1;13;5;0;4;4;100;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;9;3;1;3;0;0;5;1;14;1;1;0
3;1;0;4;4;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;9;3;1;3;2;2;3;1;15;1;1;0
3;1;0;4;4;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;3;2;2;4;1;15;1;1;0
3;0;0;4;4;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;3;2;2;4;1;16;1;1;1
3;0;1;3;3;1;4;2;50;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;4;3;7;0;0;2;1;0;0;0;0
3;0;1;3;3;1;5;3;60;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;1;7;0;0;3;1;0;0;0;0
3;0;0;3;3;1;2;2;100;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;9;3;1;3;0;0;3;1;0;0;0;0
3;0;0;3;3;1;3;3;100;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;9;3;1;7;0;0;3;1;0;0;0;0
3;0;1;3;3;1;30;2;7;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;2;4;1;7;0;0;3;1;0;0;0;0
3;1;1;3;3;1;4;2;50;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;9;1;3;7;3;0;2;2;0;0;0;0
3;4;1;3;3;1;4;3;75;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;2;7;0;0;2;2;0;0;0;0
3;0;0;3;3;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;9;1;3;7;0;0;3;2;0;0;0;0
3;0;0;6;6;1;400;3;1;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
4;1;1;13;13;1;9;8;89;7;0;1;1;4;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;6;3;1;3;0;0;3;1;1;1;1;0
4;1;0;13;13;1;4;4;100;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;6;3;1;3;0;0;5;1;1;1;1;0
4;1;1;6;6;1;12;2;17;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;1;1;3;2;1;4;2;2;3;1;2;1;1;1
4;0;2;7;7;1;154;16;10;16;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;7;2;5;1;2;4;2;1;1
4;1;0;8;8;1;3;3;100;3;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;6;2;5;4;1;5;2;1;0
4;0;5;3;3;1;36;11;25;11;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;6;2;2;7;0;0;2;2;6;1;1;1
4;1;0;1;1;1;6;6;100;6;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;4;2;5;3;1;9;2;1;0
4;1;0;15;15;1;3;3;100;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;9;3;1;3;2;2;3;1;9;2;1;0
4;1;1;8;8;1;8;2;25;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;4;2;5;3;1;9;2;1;0
4;0;1;8;8;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;5;2;5;3;1;9;2;1;0
4;1;2;1;1;1;6;6;100;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;6;2;2;3;1;9;2;1;1
4;0;0;4;4;1;3;3;100;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;2;3;1;3;2;2;4;1;9;2;1;0
4;0;0;13;5;0;7;7;100;7;0;0;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;9;3;1;3;0;0;5;1;9;2;1;0
4;0;0;13;13;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;3;0;0;2;2;9;2;1;1
4;1;0;4;4;1;3;3;100;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;10;4;1;6;2;5;2;2;9;2;1;1
4;0;0;13;8;0;8;2;25;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;10;4;3;0;0;2;2;2;9;2;1;0
4;3;3;7;7;1;2;2;100;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;10;4;1;6;2;5;3;1;12;2;1;0
4;2;4;2;2;1;2;2;100;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;10;4;3;7;3;5;2;1;13;2;1;0
4;1;0;9;9;1;8;6;75;3;0;1;1;1;0;0;0;0;0;0;0;0;3;0;0;2;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;2;2;4;0;0;3;1;13;2;1;1
4;1;2;2;2;1;2;2;100;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;7;3;5;3;1;13;2;1;0
4;0;1;2;2;1;4;3;75;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;1;6;2;5;3;1;13;2;1;0
4;0;0;5;5;1;4;4;100;1;0;0;1;0;0;0;0;0;0;0;0;0;3;0;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;3;2;2;7;2;5;4;1;13;2;1;1
4;1;0;5;5;1;4;4;100;1;0;0;0;1;0;0;0;0;0;0;0;0;3;0;1;2;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;3;2;2;5;2;2;2;2;13;2;1;1
4;0;0;4;4;1;30;15;50;15;0;0;10;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;3;2;2;4;2;5;2;2;13;2;1;1
4;0;0;2;2;1;2;2;100;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;6;3;5;2;2;13;2;1;1
4;0;1;2;2;1;2;2;100;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;3;2;2;6;2;5;2;2;13;2;1;1
4;0;0;5;5;1;3;3;100;3;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;3;2;2;4;2;5;2;2;13;2;1;1
4;2;3;11;11;1;41;10;24;10;0;0;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;6;2;2;3;2;2;2;2;13;2;1;1
4;1;0;5;5;1;6;5;83;3;0;0;1;0;0;2;0;0;0;0;0;0;2;0;0;2;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;8;2;2;7;3;5;2;2;13;2;1;1
4;0;1;5;5;1;5;3;60;1;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;9;2;2;3;1;2;2;2;13;2;1;1
4;0;0;5;5;1;2;2;100;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;7;3;2;2;2;13;2;1;1
4;1;0;4;4;1;7;7;100;7;0;0;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;3;2;5;1;1;15;1;1;0
4;0;0;3;3;1;2;2;100;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4;0;1;3;3;1;50;2;4;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5;0;0;15;15;1;3;3;100;2;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;1;3;2;5;3;1;1;1;1;0
5;3;0;13;13;1;4;4;100;4;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;6;3;1;3;0;0;3;1;1;1;1;0
5;1;0;13;13;1;4;4;100;4;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;14;2;2;0;1;0;2;2;1;1;1;0
5;2;1;1;1;1;4;4;100;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;5;4;3;3;2;5;3;1;30;1;1;0
5;1;0;4;4;1;10;6;60;6;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;9;2;2;4;2;5;2;2;5;2;1;1
5;1;3;3;3;1;5;3;60;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;2;1;1;7;3;5;1;2;6;1;1;0
5;0;4;3;3;1;60;14;23;14;0;0;0;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;3;2;2;6;3;2;2;2;6;1;1;1
5;1;0;13;13;1;2;2;100;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;2;3;1;0;1;0;3;1;9;2;1;0
5;1;2;6;6;1;10;4;40;4;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;3;3;1;1;2;5;3;1;9;2;1;1
5;0;0;1;1;1;3;3;100;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;6;2;2;3;1;9;2;1;0
5;1;0;1;1;1;3;3;100;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;5;2;2;3;1;9;2;1;0
5;0;0;6;6;1;20;2;10;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;1;2;5;4;1;9;2;1;1
5;1;0;8;8;1;2;2;100;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;3;1;6;2;5;4;1;9;2;1;0
5;1;0;13;13;1;4;4;100;4;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;3;3;1;3;0;0;5;1;9;2;1;0
5;0;0;14;14;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;3;2;2;1;2;2;2;2;9;2;1;1
5;1;1;13;13;1;4;3;75;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;4;0;1;2;2;9;2;1;1
5;0;0;15;15;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;9;2;2;3;3;5;2;2;9;2;1;1
5;1;1;3;3;1;4;4;100;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;9;2;2;4;3;0;2;2;9;2;1;1
5;0;0;3;3;1;50;4;8;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;9;2;2;7;3;0;2;2;9;2;1;1
5;1;1;13;13;1;16;13;81;13;0;0;1;8;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;3;4;3;0;2;4;2;2;9;2;1;1
5;1;0;13;13;1;2;2;100;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;3;2;2;4;0;0;2;2;11;1;1;1
5;0;3;7;7;1;18;13;72;13;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;1;4;2;5;3;1;12;2;1;1
5;1;9;7;7;1;7;6;86;6;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;3;1;3;2;5;1;1;20;2;1;0
5;0;0;5;5;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;3;3;1;7;3;2;3;1;13;2;1;1
5;0;2;7;7;1;53;6;11;6;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;3;3;1;4;2;5;3;1;13;2;1;0
5;3;4;7;7;1;8;4;50;4;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;9;4;1;4;2;2;3;1;13;2;1;0
5;1;0;15;15;1;2;2;100;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;3;1;3;3;2;5;2;2;13;2;1;1
5;1;0;9;9;1;2;2;100;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;7;4;3;0;0;2;2;2;13;2;1;1
5;0;0;5;5;1;3;3;100;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;1;2;5;5;2;13;2;1;0
5;0;0;4;4;1;7;7;100;7;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;9;3;1;3;2;2;3;1;14;1;1;0
5;0;0;1;1;1;3;3;100;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;6;2;2;3;1;14;1;1;0
5;0;0;3;3;1;6;3;50;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;9;3;1;6;3;2;3;1;14;1;1;0
5;0;0;3;3;1;2;2;100;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;7;3;2;3;1;14;1;1;0
5;0;0;1;1;1;6;6;100;6;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;9;3;1;1;3;2;3;1;14;1;1;0
5;0;0;1;1;1;5;5;100;5;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;4;3;3;2;2;4;1;14;1;1;1
5;0;0;4;4;1;4;4;100;4;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;9;1;3;1;2;5;2;2;14;1;1;1
5;0;3;3;3;1;67;21;31;21;0;0;2;12;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;9;2;2;7;3;2;2;2;14;1;1;1
5;0;0;5;5;1;8;7;75;1;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;3;1;3;2;3;2;2;14;1;1;1
5;0;0;1;1;1;3;3;100;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;4;3;4;2;2;2;2;14;1;1;1
5;0;0;1;1;1;2;2;100;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;9;4;3;1;3;2;2;2;14;1;1;1
5;0;0;1;1;1;2;2;100;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;9;4;3;3;2;2;5;1;15;1;1;0
5;0;1;3;3;1;4;3;75;3;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;7;0;0;4;1;0;0;0;0
5;0;0;3;3;1;2;2;100;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5;1;0;6;6;1;400;2;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5;0;0;6;6;1;230;10;4;10;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
5;1;1;3;3;1;6;2;33;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
